id,scenarioname,periodname,facilityname,productname,activitytype,cost,quantity,perunitcost,perunittransportationcost,perunitshipmentcost,perunitintransitholdingcost,perunitdutycost,perunitproductioncost,perunitprebuildholdingcost,perunitturnestimatedholdingcost,perunitstoragecost,perunitsourcingcost,perunitfacilityfixedoperatingcost,perunitfacilityfixedstartupcost,perunitfacilityfixedclosingcost,perunitworkcenterfixedoperatingcost,perunitworkcenterfixedstartupcost,perunitworkcenterfixedclosingcost,perunitinboundhandlingcost,perunitoutboundhandlingcost,perunitprocesscost,perunituserdefinedcost,latitude,longitude
446,3. All 4 MFGs,SinglePeriod,Port_Hong Kong,FG_0002,FacilityPostFixedCost,31354214.26961435,4033.318800533326,7773.800143313338,1385.540205088994,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,2138.259938224343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2996535,114.1675485
447,3. All 4 MFGs,SinglePeriod,Port_Kuala Lumpur,FG_0002,FacilityPostFixedCost,8684484.438266255,603.681199466674,14385.878582832494,1103.361246832494,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,8282.517335999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1516964,101.6942371
448,3. All 4 MFGs,SinglePeriod,Port_Long Beach,FG_0001,Facility,1705255.3177853094,257.440323413287,6623.885858967566,1764.456404595086,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,1459.429454372479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
449,3. All 4 MFGs,SinglePeriod,Port_Boston,FG_0001,Facility,28307560.129033685,3863.559676586713,7326.808047143246,2032.664713393247,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.360253,-71.058291
450,3. All 4 MFGs,SinglePeriod,Port_Long Beach,FG_0002,Facility,42061115.08695833,4637.0,9070.760208531017,1784.951515654702,0.0,0.0,0.0,4347.640909984905,0.0,0.0,0.0,0.0,2938.167782891411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
451,3. All 4 MFGs,SinglePeriod,Port_Long Beach,FG_0001,FacilityPostFixedCost,1705255.3177853092,257.440323413287,6623.885858967566,1764.456404595086,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,1459.429454372479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
452,3. All 4 MFGs,SinglePeriod,Port_Boston,FG_0001,FacilityPostFixedCost,28307560.129033685,3863.559676586713,7326.808047143246,2032.664713393247,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.360253,-71.058291
453,3. All 4 MFGs,SinglePeriod,Port_Long Beach,FG_0002,FacilityPostFixedCost,42061115.08695833,4637.0,9070.760208531017,1784.951515654702,0.0,0.0,0.0,4347.640909984905,0.0,0.0,0.0,0.0,2938.167782891411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
454,3. All 4 MFGs,SinglePeriod,DC_Detroit,FG_0001,Facility,37118077.6900417,4121.0,9007.055979141398,3240.069374753006,0.0,0.0,0.0,3962.517788389233,0.0,0.0,0.0,0.0,1304.468815999158,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,42.331551,-83.04664
455,3. All 4 MFGs,SinglePeriod,DC_Detroit,FG_0002,Facility,59611237.59024556,4637.0,12855.561265957636,5269.752573081319,0.0,0.0,0.0,4347.640909984905,0.0,0.0,0.0,0.0,2938.167782891411,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,42.331551,-83.04664
456,3. All 4 MFGs,SinglePeriod,DC_Detroit,FG_0001,FacilityPostFixedCost,37118077.6900417,4121.0,9007.055979141398,3240.069374753006,0.0,0.0,0.0,3962.517788389233,0.0,0.0,0.0,0.0,1304.468815999158,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,42.331551,-83.04664
457,3. All 4 MFGs,SinglePeriod,DC_Detroit,FG_0002,FacilityPostFixedCost,59611237.59024556,4637.0,12855.561265957636,5269.752573081319,0.0,0.0,0.0,4347.640909984905,0.0,0.0,0.0,0.0,2938.167782891411,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,42.331551,-83.04664
480,4. Max Emissions Cap,NA,UnassignableEnd,NA,,9500000.0,1.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
481,4. Max Emissions Cap,SinglePeriod,MFG_Shanghai,FG_0001,Facility,875297.0996051756,257.440323413287,3400.0,0.0,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2322758,121.4692071
482,4. Max Emissions Cap,SinglePeriod,MFG_Belo Horizonte,FG_0001,Facility,15454238.706346853,3863.559676586713,4000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.9227,-43.9451
483,4. Max Emissions Cap,SinglePeriod,MFG_Shanghai,FG_0002,Facility,19707250.0,4637.0,4250.0,0.0,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2322758,121.4692071
484,4. Max Emissions Cap,SinglePeriod,MFG_Shanghai,FG_0001,FacilityPostFixedCost,1111990.4452810893,257.440323413287,4319.410535761072,0.0,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2322758,121.4692071
485,4. Max Emissions Cap,SinglePeriod,MFG_Belo Horizonte,FG_0001,FacilityPostFixedCost,20454238.70634686,3863.559676586713,5294.14333375,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.9227,-43.9451
486,4. Max Emissions Cap,SinglePeriod,MFG_Shanghai,FG_0002,FacilityPostFixedCost,23970556.65432409,4637.0,5169.410535761072,0.0,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2322758,121.4692071
487,4. Max Emissions Cap,SinglePeriod,Port_Hong Kong,FG_0001,Facility,1456975.3106775915,257.440323413287,5659.468149201348,1340.057613440276,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2996535,114.1675485
488,4. Max Emissions Cap,SinglePeriod,Port_Recife,FG_0001,Facility,27366466.490936566,3863.559676586713,7083.226035507661,1789.082701757661,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0642,-34.8782
489,4. Max Emissions Cap,SinglePeriod,Port_Hong Kong,FG_0002,Facility,30184403.80784665,4637.0,6509.468149201348,1340.057613440276,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2996535,114.1675485
490,4. Max Emissions Cap,SinglePeriod,Port_Hong Kong,FG_0001,FacilityPostFixedCost,1456975.3106775915,257.440323413287,5659.468149201348,1340.057613440276,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2996535,114.1675485
491,4. Max Emissions Cap,SinglePeriod,Port_Recife,FG_0001,FacilityPostFixedCost,27366466.490936566,3863.559676586713,7083.226035507661,1789.082701757661,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0642,-34.8782
492,4. Max Emissions Cap,SinglePeriod,Port_Hong Kong,FG_0002,FacilityPostFixedCost,30184403.80784665,4637.0,6509.468149201348,1340.057613440276,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2996535,114.1675485
493,4. Max Emissions Cap,SinglePeriod,Port_Long Beach,FG_0001,Facility,1566232.6727286938,257.440323413287,6083.866940356158,1764.456404595086,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
494,4. Max Emissions Cap,SinglePeriod,Port_Boston,FG_0001,Facility,28307560.129033685,3863.559676586713,7326.808047143246,2032.664713393247,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.360253,-71.058291
495,4. Max Emissions Cap,SinglePeriod,Port_Long Beach,FG_0002,Facility,32152341.002431504,4637.0,6933.866940356158,1764.456404595086,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
496,4. Max Emissions Cap,SinglePeriod,Port_Long Beach,FG_0001,FacilityPostFixedCost,1566232.6727286938,257.440323413287,6083.866940356158,1764.456404595086,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
458,2. Brazil and Vietnam MFG Only,SinglePeriod,MFG_Ho Chi Minh,FG_0001,Facility,1029761.2936531478,257.440323413287,4000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7758439,106.7017555
459,2. Brazil and Vietnam MFG Only,SinglePeriod,MFG_Belo Horizonte,FG_0001,Facility,15454238.706346853,3863.559676586713,4000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.9227,-43.9451
460,2. Brazil and Vietnam MFG Only,SinglePeriod,MFG_Ho Chi Minh,FG_0002,Facility,23185000.0,4637.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7758439,106.7017555
461,2. Brazil and Vietnam MFG Only,SinglePeriod,MFG_Ho Chi Minh,FG_0001,FacilityPostFixedCost,1292753.8999597183,257.440323413287,5021.567261956746,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7758439,106.7017555
462,2. Brazil and Vietnam MFG Only,SinglePeriod,MFG_Belo Horizonte,FG_0001,FacilityPostFixedCost,20454238.70634686,3863.559676586713,5294.14333375,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.9227,-43.9451
463,2. Brazil and Vietnam MFG Only,SinglePeriod,MFG_Ho Chi Minh,FG_0002,FacilityPostFixedCost,27922007.393693432,4637.0,6021.567261956746,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7758439,106.7017555
464,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Kuala Lumpur,FG_0001,Facility,1576803.5761859633,257.440323413287,6124.92850878924,1103.361246832494,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1516964,101.6942371
465,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Recife,FG_0001,Facility,27366466.490936566,3863.559676586713,7083.226035507661,1789.082701757661,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0642,-34.8782
466,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Kuala Lumpur,FG_0002,Facility,33038293.49525571,4637.0,7124.92850878924,1103.361246832494,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1516964,101.6942371
467,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Kuala Lumpur,FG_0001,FacilityPostFixedCost,1576803.5761859633,257.440323413287,6124.92850878924,1103.361246832494,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1516964,101.6942371
468,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Recife,FG_0001,FacilityPostFixedCost,27366466.490936566,3863.559676586713,7083.226035507661,1789.082701757661,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0642,-34.8782
469,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Kuala Lumpur,FG_0002,FacilityPostFixedCost,33038293.49525571,4637.0,7124.92850878924,1103.361246832494,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1516964,101.6942371
470,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Long Beach,FG_0001,Facility,1709293.6294116916,257.440323413287,6639.572257946721,1618.004995989975,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
471,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Boston,FG_0001,Facility,28307560.129033685,3863.559676586713,7326.808047143246,2032.664713393247,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.360253,-71.058291
472,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Long Beach,FG_0002,Facility,35424696.560098946,4637.0,7639.572257946721,1618.004995989975,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
473,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Long Beach,FG_0001,FacilityPostFixedCost,1709293.6294116916,257.440323413287,6639.572257946721,1618.004995989975,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
474,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Boston,FG_0001,FacilityPostFixedCost,28307560.129033685,3863.559676586713,7326.808047143246,2032.664713393247,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.360253,-71.058291
475,2. Brazil and Vietnam MFG Only,SinglePeriod,Port_Long Beach,FG_0002,FacilityPostFixedCost,35424696.560098946,4637.0,7639.572257946721,1618.004995989975,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
476,2. Brazil and Vietnam MFG Only,SinglePeriod,DC_Detroit,FG_0001,Facility,37122116.00166807,4121.0,9008.035914017975,3230.920503606286,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1277.115410411689,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,42.331551,-83.04664
477,2. Brazil and Vietnam MFG Only,SinglePeriod,DC_Detroit,FG_0002,Facility,52974819.063386165,4637.0,11424.373315373337,5102.806053416592,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,42.331551,-83.04664
478,2. Brazil and Vietnam MFG Only,SinglePeriod,DC_Detroit,FG_0001,FacilityPostFixedCost,37122116.00166807,4121.0,9008.035914017975,3230.920503606286,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1277.115410411689,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,42.331551,-83.04664
479,2. Brazil and Vietnam MFG Only,SinglePeriod,DC_Detroit,FG_0002,FacilityPostFixedCost,52974819.063386165,4637.0,11424.373315373337,5102.806053416592,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1021.567261956746,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,42.331551,-83.04664
497,4. Max Emissions Cap,SinglePeriod,Port_Boston,FG_0001,FacilityPostFixedCost,28307560.129033685,3863.559676586713,7326.808047143246,2032.664713393247,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1294.14333375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.360253,-71.058291
498,4. Max Emissions Cap,SinglePeriod,Port_Long Beach,FG_0002,FacilityPostFixedCost,32152341.002431504,4637.0,6933.866940356158,1764.456404595086,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769016,-118.191604
499,4. Max Emissions Cap,SinglePeriod,DC_Detroit,FG_0001,Facility,36979055.04498508,4121.0,8973.320806839378,3240.069374753006,0.0,0.0,0.0,3962.517788389232,0.0,0.0,0.0,0.0,1270.73364369714,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,42.331551,-83.04664
500,4. Max Emissions Cap,SinglePeriod,DC_Detroit,FG_0002,Facility,49702463.50571873,4637.0,10718.667997782775,5249.257462021704,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,42.331551,-83.04664
501,4. Max Emissions Cap,SinglePeriod,DC_Detroit,FG_0001,FacilityPostFixedCost,36979055.04498508,4121.0,8973.320806839378,3240.069374753006,0.0,0.0,0.0,3962.517788389232,0.0,0.0,0.0,0.0,1270.73364369714,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,42.331551,-83.04664
502,4. Max Emissions Cap,SinglePeriod,DC_Detroit,FG_0002,FacilityPostFixedCost,49702463.50571873,4637.0,10718.667997782775,5249.257462021704,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,919.410535761071,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,42.331551,-83.04664
